,발생유형,발생원인,기상특보,선종,톤수,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
227,1,화기취급부주의,양호,어선,29,0.9,143,1.8,1004.4,70,30.2,31.3,2,1,0.7,5.3,225
228,1,화기취급부주의,양호,어선,6.06,0.9,213,1.1,1006.8,95,25.2,23.9,0.4,0.1,0.1,2.3,270
229,1,화기취급부주의,양호,낚시어선,9.77,7,76,9.5,1005.4,71,29.8,29.2,3,1.3,0.9,5.3,69
230,1,화기취급부주의,양호,화물선,1599,3,103,3.9,1003.6,80,28.2,28.3,0.9,0.5,0.3,4.9,61
231,1,화기취급부주의,양호,어선,5.63,0.6,27,1.5,1009.2,81,29.3,30.9,0.6,0.4,0.3,5.3,30
232,1,화기취급부주의,양호,화물선,197,2.8,339,3.3,1007.7,90,25.3,22.4,0.5,0.3,0.2,5.3,271
233,1,화기취급부주의,양호,예부선,11,3.5,303,3.9,1007.4,96,26.5,25.3,1,0.5,0.4,4,36
234,1,화기취급부주의,양호,어선,5.67,2,266,3.2,1008.6,82,25,26.1,2.4,1.5,1.1,8,3
235,1,화기취급부주의,양호,어선,4.86,5.8,285,7.7,1000.8,90,24.1,23.7,2.4,1.3,0.9,8,180
236,1,화기취급부주의,양호,어선,2.99,3.8,207,4.9,1011.6,96,23.1,21.2,0.5,0.1,0.1,3.2,270
237,1,화기취급부주의,양호,어선,1.61,8.6,176,10.6,1012.6,90,25,20.2,0.3,0.1,0.1,2,270
238,1,화기취급부주의,양호,어선,139,3.6,191,4.3,1014.6,97,22.9,21.3,1.5,0.8,0.6,3.8,200
239,1,화기취급부주의,양호,화물선,4126,4.9,97,6.4,1009.4,80,19.6,22,0.7,0.4,0.3,2.2,15
240,1,화기취급부주의,양호,어선,496,7.8,201,9.2,999.6,97,23,21.8,1.5,0.8,0.6,6.4,206
241,1,화기취급부주의,양호,어선,2.99,4.6,187,5.7,1008,93,22.1,21,0.4,0.3,0.2,3.4,318
242,1,화기취급부주의,양호,유조선,777,0.1,26,0.7,1010.1,96,20.2,20.4,0.8,0.5,0.3,2.1,78
243,1,화기취급부주의,양호,어선,7.93,6.5,200,8.2,1012.1,82,19,18.9,1.7,0.9,0.6,9.1,7
244,1,화기취급부주의,양호,어선,7.93,7,62,8.3,1015.3,86,17,17.7,1.5,0.9,0.6,4.9,240
245,1,화기취급부주의,양호,화물선,12560,7.6,77,9.2,1017.4,78,17.7,17.8,1.4,0.9,0.6,4.6,214
246,1,화기취급부주의,양호,화물선,12560,10.1,83,12.5,1017.1,88,17.8,18.1,1.7,1.1,0.8,4,198
247,1,화기취급부주의,양호,어선,4.99,0,120,0.9,1017.8,59,19.7,18.1,0.5,0.3,0.2,2.1,251
248,1,화기취급부주의,양호,어선,39,5.9,55,7.5,1020.8,82,15.1,15.8,2.1,1.3,0.9,5.3,211
249,1,화기취급부주의,양호,어선,39,2.9,41,4.7,1023.3,78,16.2,16.2,2,1.3,1,4.9,215
250,1,화기취급부주의,양호,기타,1966,7.1,211,8.6,1014.4,90,16,15.5,1.5,0.9,0.7,8,184
251,1,화기취급부주의,양호,어선,439,2.2,245,5.6,1005.9,97,15.3,15,3.7,2.2,1.5,8,216
252,1,화기취급부주의,양호,어선,29,4.4,193,5.2,1017.2,86,19.1,18.7,0.9,0.5,0.4,3.4,353
253,1,화기취급부주의,양호,어선,39,4.8,24,5.8,1014.4,60,15.1,14.2,0.7,0.5,0.4,2.8,237
254,1,화기취급부주의,양호,기타,9,2,14,2.4,1011.7,81,14.9,14.9,0.9,0.6,0.4,5.8,347
255,1,화기취급부주의,양호,기타,836,4.2,52,5.1,1013.2,82,14.9,14.6,0.9,0.6,0.4,3.8,43
256,1,화기취급부주의,양호,어선,20,8.7,142,11.2,1013.2,93,20.8,15.7,1.4,0.9,0.7,3.2,332
257,1,화기취급부주의,양호,어선,37,5.5,113,8.5,1008.4,91,15.9,14.2,2.5,1.7,1.2,5.8,182
258,1,화기취급부주의,양호,화물선,2173,7.1,79,9.8,1022.1,56,10.3,15.6,2.5,1.5,1.1,7.1,5
259,1,화기취급부주의,저시정,낚시어선,7.93,2.4,198,3,1014.7,98,9.7,6.7,1.1,0.5,0.4,3.2,232
260,1,화기취급부주의,양호,어선,7.93,2,230,2.6,1017.6,62,14.7,15.8,0.9,0.5,0.4,5.3,334
261,1,화기취급부주의,황천5급,어선,89,10.3,206,12.8,1022.3,70,13.4,13.1,3.4,2.2,1.5,6.4,213
262,1,화기취급부주의,양호,어선,3,7.6,241,10,1020.3,62,12.1,13.8,1,0.7,0.5,3.4,213
263,1,화기취급부주의,양호,어선,9.77,0.5,327,1.4,1022.5,56,8,8.2,0.5,0.4,0.3,4.9,55
264,1,화기취급부주의,양호,어선,25,4.4,163,6.2,1021.9,70,7.5,14.4,1.3,0.8,0.6,5.8,356
265,1,화기취급부주의,양호,어선,3.27,7.4,68,9.7,1023.3,71,10.7,14.7,1.4,1.1,0.8,4.3,30
266,1,화기취급부주의,양호,예부선,10,4.1,3,4.8,1013.4,87,8.2,7.8,0.3,0.2,0.2,2,90
267,1,화기취급부주의,양호,관공선,20,3.7,1,4.4,1011,96,8.9,8,0.3,0.2,0.1,5.8,90
268,1,화기취급부주의,양호,유조선,146,7.7,253,9.9,1020,68,11.7,13.3,1.4,0.7,0.5,2.8,200
269,1,화기취급부주의,풍랑주의보,어선,39,12.1,18,15.8,1021.4,70,11.9,14.3,3.4,2,1.4,6.4,272
270,1,화기취급부주의,양호,어선,7.93,5,7,6.5,1027.4,57,1.2,4.9,1.3,1,0.7,5.8,152
271,1,화기취급부주의,양호,어선,42,7.3,13,10,1027.1,87,8.1,10.8,1.3,0.9,0.6,3.2,358
272,1,화기취급부주의,양호,어선,4.48,9,4,14,1033.5,65,2.6,13.3,1.8,1,0.7,3.8,211
273,1,화기취급부주의,양호,기타,7.93,0.8,23,2.3,1033.9,52,3.4,6.8,1,0.7,0.5,5.8,225
274,1,화기취급부주의,양호,기타,89,7.5,283,12.4,1025,59,5.3,10.7,1.6,0.9,0.6,3.4,218
275,1,화기취급부주의,양호,어선,29,5.5,327,7.9,1025.3,62,4.5,10.8,1.8,1.2,0.9,4.9,164
276,1,화기취급부주의,양호,어선,4.99,4.9,200,7.5,1020.9,98,14.4,13.7,2.7,1.8,1.3,7.1,234
277,1,화기취급부주의,양호,어선,79,4.6,2,7.4,1021.8,65,3,14,2.7,1.6,1.1,9.1,354
278,1,화기취급부주의,양호,어선,3.74,4.2,8,5.9,1024.6,53,0,6.2,1.5,1,0.7,5.8,176
279,1,화기취급부주의,황천5급,유조선,199,13.5,43,17.6,1021.9,83,7,14.1,4.6,2.8,2,4.6,295
280,1,화기취급부주의,양호,어선,4.96,10.1,356,13.2,1025.5,52,0.9,13.4,2.5,1.5,1,9.1,288
281,1,화기취급부주의,풍랑주의보,화물선,1493,11.2,284,16.6,1012.9,62,-5.2,13.5,4.6,2.9,2.1,6.4,190
282,1,화기취급부주의,양호,어선,9.77,6.8,3,9.2,1022.2,58,2.3,8.1,1.3,0.8,0.6,2.8,227
283,1,화기취급부주의,양호,여객선,272,5.9,27,7.3,1023.8,65,5.4,9.6,0.4,0.2,0.1,2.2,90
284,1,화기취급부주의,양호,어선,9.77,6.6,225,8.7,1027.2,60,6.4,10.7,1.3,0.9,0.7,4.6,195
285,1,관리소홀,양호,어선,3.29,4.9,330,6.7,1026.4,64,9.3,15.3,0.8,0.5,0.3,3,241
286,1,정비불량,양호,어선,13,2.7,11,4,1031,57,5.8,8.7,1.2,0.7,0.5,4.9,42
287,1,화기취급부주의,양호,어선,4.61,3.9,344,6.2,1026.3,40,7.7,12.5,0.8,0.5,0.4,5.3,263
288,1,정비불량,양호,어선,1.83,8,295,12.6,1021.3,60,2.8,16,1.6,0.9,0.7,4,206
289,1,정비불량,양호,어선,7.93,3.8,225,5.9,1022.6,52,8.5,11.5,0.2,0.1,0.1,4.6,238
290,1,화기취급부주의,양호,어선,21,2.5,126,5.3,1026.2,72,7.3,11.6,2.5,1.6,1.1,6.4,326
291,1,화기취급부주의,양호,어선,2.46,4.5,124,6.5,1029.9,68,5.8,11.4,1.7,0.9,0.6,6.4,98
292,1,관리소홀,양호,어선,1.57,5.1,293,7.5,1026.3,52,8.1,16.7,1.1,0.7,0.5,3.6,212
293,1,화기취급부주의,양호,예부선,149,2.1,73,3.9,1025.7,66,8.6,14,1.3,0.5,0.7,4.9,321
294,1,화기취급부주의,풍랑경보,어선,99,14.3,305,18.7,1008.1,45,14.6,18.9,4.7,2.8,2,7.1,34
295,1,기타,양호,어선,3.03,6.8,219,8.7,1014.3,69,18.2,19.1,1.5,0.9,0.7,4.6,1
296,1,관리소홀,양호,어선,3.88,5.3,45,7.1,1018.7,73,18.7,20.4,0.8,0.5,0.4,5.8,284
297,1,관리소홀,양호,어선,62,11.1,71,15.7,1013.7,68,19.8,22.9,3.3,2.1,1.5,6.4,256
298,1,관리소홀,양호,기타,5,3.5,12,4.5,1023.6,71,16.4,19.3,0.4,0,0,2,276
299,1,화기취급부주의,양호,어선,4.99,5.8,12,8,1027.2,69,16.9,17.4,1.5,1,0.7,5.8,217
300,1,화기취급부주의,양호,어선,7.93,5.6,80,6.5,1019.8,74,18,19.9,0.6,0.5,0.3,2.7,218
301,1,화기취급부주의,양호,어선,3.5,3.3,201,4.4,1022.2,61,19.7,20,0.8,0.5,0.3,4.9,336
302,1,정비불량,황천5급,어선,40,10,66,12.2,1004.4,92,22.9,24.9,1.3,0.8,0.5,3.2,220
303,1,화기취급부주의,양호,유조선,179,5.2,248,6,1010.7,77,24.2,23.5,0.8,0.5,0.4,10.7,252
304,1,정비불량,양호,어선,29,3.7,81,5.1,1014.8,72,25.8,26.6,1.4,0.9,0.7,5.8,217
305,1,관리소홀,양호,예부선,30,9.7,83,12.3,1013.3,70,25,26.7,2,1.4,1,4.9,222
306,1,관리소홀,양호,예부선,72,5.5,173,6.9,1013.4,89,26,25.3,0.8,0.5,0.3,3.4,248
307,1,관리소홀,양호,어선,9.77,4,171,5.5,1004.4,82,25.5,22.3,0.2,0.1,0,3.6,323
308,1,화기취급부주의,양호,어선,79.83,5.9,14,7.4,1010.8,93,25,26,0.7,0.5,0.3,12.8,9
309,1,관리소홀,양호,어선,6.28,5,109,6.3,1005.6,86,26.4,27.1,1.9,1.4,1,10.7,349
310,1,화기취급부주의,양호,어선,9.77,3.9,81,5.5,1010.3,70,24.1,25.9,1.1,0.7,0.5,4.9,322
311,1,화기취급부주의,양호,어선,1898,6.5,209,7.7,1008,97,22.4,22.2,0.7,0.4,0.3,6.4,235
312,1,관리소홀,양호,어선,4.53,3.4,219,5.2,1007.7,95,24.6,24.1,1.6,1,0.7,8,196
313,1,관리소홀,양호,어선,129,8.6,179,10.6,1005.6,93,24.8,21.8,1.8,1.1,0.8,6.4,227
314,1,관리소홀,양호,어선,39,5.5,263,6.6,1008.6,96,24.1,22.4,1.8,1.2,0.9,8,186
315,1,관리소홀,양호,예부선,600,4.5,208,5.9,1007.3,96,22.7,21.5,1.2,0.8,0.6,5.8,239
316,1,화기취급부주의,양호,유조선,237,9.5,236,12.3,1005.5,92,21.1,20,2.2,1.4,1,5.3,347
317,1,관리소홀,양호,어선,9.16,5.2,232,6.4,1008.7,97,24.8,24.6,0.9,0.5,0.4,3.4,341
318,1,관리소홀,양호,어선,6.41,2.7,6,3.6,1011.7,89,24.2,23.7,0.5,0.3,0.2,5.3,115
319,1,관리소홀,양호,어선,4.68,3.9,93,4.8,1009.7,93,21,19.3,1.7,0.8,0.6,6.4,1
320,1,화기취급부주의,양호,어선,152,2.5,3,3.6,1009.3,95,20.2,19.9,1.3,0.8,0.6,8,181
321,1,화기취급부주의,양호,어선,4407,2.4,53,3.1,1007.9,97,20.3,20.5,0.5,0.3,0.2,5.3,173
322,1,화기취급부주의,양호,어선,29,1.7,113,2.8,1013.1,90,18.2,17.6,0.8,0.5,0.3,9.1,256
323,1,화기취급부주의,양호,어선,4.16,7.6,22,9.3,1009.9,77,21.7,17.7,1.2,0.9,0.6,4,230
324,1,화기취급부주의,양호,어선,32,1.7,297,2.6,1009.1,84,16.7,17.6,2.7,1.7,1.2,10.7,215
325,1,화기취급부주의,양호,기타,1220,1.6,190,2.4,1004.6,78,18.2,18.5,1.4,0.8,0.5,5.3,111
326,1,화기취급부주의,저시정,기타,4.81,4.2,309,5.2,1000.9,100,16.7,16.7,0.7,0.4,0.3,5.3,114
327,1,화기취급부주의,양호,기타,5565,5.5,216,6.4,1000.8,97,18.8,18.4,0.8,0.5,0.4,3.8,55
328,1,정비불량,양호,어선,2.86,3.8,235,4.3,1006.8,93,18.1,17,0.6,0.4,0.2,2.7,251
329,1,관리소홀,양호,어선,31,8,311,9.3,1006.3,62,15.7,16.8,1.8,1.1,0.8,4.3,209
330,1,화기취급부주의,양호,어선,4.99,2.7,116,3.1,1015.6,84,15.7,16.4,0.4,0.2,0.1,4.3,319
331,1,화기취급부주의,양호,어선,1.64,4.3,227,5.9,1015.7,81,19.6,19,1.3,0.9,0.6,4.9,322
332,1,화기취급부주의,양호,기타,3.44,6.9,234,8.7,1012.7,79,17.4,16.4,1,0.6,0.4,3.6,219
333,1,화기취급부주의,양호,어선,29,7.8,224,9.4,1013.8,83,17.1,16.5,1.1,0.6,0.4,4.6,211
334,1,화기취급부주의,양호,어선,1.99,3.4,230,4.4,1006.3,66,17.4,15.9,1.2,0.8,0.6,5.3,134
335,1,화기취급부주의,양호,기타,39,3.7,220,4.7,1010.5,88,12.6,9,1.4,0.9,0.7,5.3,71
336,1,화기취급부주의,양호,어선,2.62,1.8,291,2.7,1012.3,79,14.4,16.2,0.7,0.4,0.3,4.6,182
337,1,화기취급부주의,양호,어선,1.51,2.1,122,2.5,1019.8,68,11.3,12.9,0.1,0,0,2.5,57
338,1,화기취급부주의,양호,고무보트,1,1.6,60,2.4,1009.8,69,15.2,16.1,2.2,1.5,1.1,10.7,302
339,1,화기취급부주의,양호,어선,6,5.7,205,7.1,1014.1,81,16.7,15.3,0.7,0.4,0.3,4.9,134
340,1,화기취급부주의,황천5급,어선,2.49,6.4,198,7.6,1013.6,74,14.7,12.9,1.5,0.9,0.7,4.6,27
341,1,화기취급부주의,양호,어선,4.01,3.7,26,4.7,1012.4,89,14.1,14.4,1,0.7,0.5,7.1,57
342,1,관리소홀,양호,예부선,1205,4.4,25,5.9,1019.9,80,11.9,14.7,0.9,0.6,0.4,5.3,266
343,1,화기취급부주의,양호,어선,29,2.7,329,3.6,1021.5,75,7.9,8.4,0.2,0.1,0.1,2.3,176
344,1,화기취급부주의,양호,어선,48,9.3,337,12,1011.9,57,8.8,15.3,1.4,0.9,0.6,3.8,35
345,1,화기취급부주의,양호,어선,4.57,10.2,335,13.2,1015.6,56,6,12.4,2.1,1.3,0.9,4.3,209
346,1,화기취급부주의,황천5급,어선,9.77,12.8,322,17.8,1019.3,64,9.4,15,6.3,4,2.8,9.1,31
347,1,화기취급부주의,양호,어선,24,12.1,127,15.9,1020.3,69,11.1,13.7,2.9,1.9,1.3,5.8,205
348,1,화기취급부주의,양호,어선,7.93,6.3,29,8.8,1025,64,5,13.5,1.8,1.1,0.8,5.3,177
349,1,화기취급부주의,양호,기타,213,8.7,9,10.8,1031.6,67,0.6,5.3,0.8,0.1,0.1,4.9,38
350,1,화기취급부주의,양호,기타,1100,6,343,7.4,1026.7,72,4.9,14.3,2.4,1.4,1,9.1,303
351,1,화기취급부주의,양호,유도선,158,4,256,5.6,1029.3,45,4.8,14.9,0.7,0.4,0.3,9.1,73
352,1,화기취급부주의,양호,어선,9.77,6.1,347,9.5,1030.6,42,0.6,14,3.2,2.2,1.6,9.1,161
353,1,화기취급부주의,양호,예부선,80,5.8,98,8.1,1030.8,56,8,16.1,3.8,2.4,1.7,10.7,350
354,1,화기취급부주의,양호,유조선,549,6.7,335,9.1,1029.9,60,6.7,15.8,2.9,1.8,1.3,9.1,309
355,1,화기취급부주의,양호,예부선,1256,7,264,10.3,1015,54,3.8,16.1,3.1,1.9,1.3,9.1,184
356,1,정비불량,양호,어선,2.83,10.3,330,14,1020.1,65,5.3,16.1,1.6,1,0.7,4,247
357,1,정비불량,양호,낚시어선,9.77,6.6,342,9,1034.4,54,0.3,15.5,1.8,1.1,0.8,8,60
358,1,정비불량,양호,어선,89,3,2,4.9,1019,54,9.6,13.8,0.8,0.4,0.3,6.4,65
359,1,화기취급부주의,양호,어선,766,7.1,337,9.5,1019.1,46,10.3,17.7,1.1,0.7,0.5,3.4,359
360,1,정비불량,양호,어선,6.01,6.7,340,8.9,1024.1,54,6.7,14.3,1.5,0.9,0.6,4,318
361,1,화기취급부주의,양호,어선,9.77,9.9,323,13.2,1017.4,57,12.2,19.6,2.6,1.2,0.9,7.1,229
362,1,관리소홀,양호,어선,20,4.1,324,6,1017.3,76,10.3,18.2,0.7,0.4,0.3,3.8,18
363,1,관리소홀,양호,화물선,6154,8.8,347,12.5,1031.1,61,3.3,17.3,2.1,1.1,0.8,4.3,354
364,1,관리소홀,양호,어선,9.77,3.6,26,6,1031.4,59,6.2,16.5,1.2,0.8,0.6,5.3,353
365,1,관리소홀,양호,어선,135,6.5,322,9.6,1033.4,59,-1,7.4,2.6,1.6,1.1,7.1,42
366,1,기타,양호,어선,4.98,3.1,349,4.2,1025.9,66,12.8,16.5,2.2,1.2,0.9,8,34
367,1,화기취급부주의,양호,어선,29,7.6,283,10,1022,70,16.9,21.4,1.8,1.2,0.8,4.6,228
368,1,정비불량,양호,어선,2.99,7.2,14,9.1,1017.6,69,17.9,20.3,1,0.7,0.5,3.6,15
369,1,정비불량,양호,어선,24,7.4,296,10.6,1021.5,61,14.2,18.9,1,0.6,0.4,3,325
370,1,정비불량,양호,어선,4.96,2.9,40,5.2,1020.7,60,18.4,20.4,0.8,0.5,0.4,4.3,308
371,1,관리소홀,양호,어선,21,2.2,244,3.8,1024.5,60,17.5,21,1.3,0.9,0.6,5.3,72
372,1,화기취급부주의,양호,어선,4.94,4.1,255,8.4,1025.7,54,16.7,19.5,0.7,0.4,0.3,3.6,309
373,1,정비불량,양호,어선,9.77,2.3,297,3.2,1018.5,55,19.1,20.5,0.6,0.3,0.2,3.6,12
374,1,관리소홀,양호,예부선,28,6.6,47,8.4,1016.8,60,20.1,21.8,1.4,0.9,0.6,9.1,20
375,1,화기취급부주의,황천4급,어선,85,8.3,111,14.3,1006.4,67,21.2,23.5,3.6,2.3,1.6,6.4,213
376,1,화기취급부주의,양호,화물선,10490,5.1,21,6.6,1008,90,22.2,25.2,1,0.6,0.4,3.8,274
377,1,화기취급부주의,양호,어선,7.31,4.3,215,6.2,1008.3,94,25.2,26,1.2,0.7,0.5,4,232
378,1,관리소홀,양호,어선,9.77,12.3,33,15.6,1019.3,69,23.4,23,4.6,3,2.1,9.1,248
379,1,정비불량,양호,어선,4.1,5.1,257,6.1,1006.6,93,22.8,24.9,1,0.6,0.4,5.3,76
380,1,관리소홀,양호,낚시어선,9.77,3.7,229,4.5,1006.2,94,24.5,24.5,0.7,0.4,0.3,6.4,170
381,1,화기취급부주의,양호,어선,1.97,1.3,271,1.7,1008.8,88,23.8,23.6,1.5,0.7,0.5,6.4,185
382,1,화기취급부주의,양호,어선,6.59,5.2,211,6.1,1012,93,27.5,26.7,1.5,1,0.7,5.8,329
383,1,정비불량,저시정,어선,9.77,6,233,7.1,1011,98,26.1,26.1,1.9,1.1,0.8,5.8,187
384,1,화기취급부주의,양호,낚시어선,9.77,4.4,211,5.2,1010.7,98,24,20.3,1.3,0.8,0.6,8,16
385,1,기타,양호,기타,344,4.5,232,5.4,1011.5,87,28.3,27.5,1.2,0.6,0.4,8,185
386,1,관리소홀,양호,어선,9.77,5.5,178,7.2,1011,95,25.7,26.1,0.9,0.5,0.3,5.8,347
387,1,관리소홀,양호,어선,2.94,8.7,189,10.6,1011.5,91,28.1,26.7,2.5,1.5,1.1,9.1,100
388,1,화기취급부주의,양호,어선,2.97,2,84,2.6,1009.4,96,24.2,23.5,1.9,1.1,0.8,8,358
389,1,기타,풍랑주의보,어선,0.76,9.4,132,12.7,1007.3,60,25.9,24.9,0.9,0.2,0.2,2.5,242
390,1,재질불량,양호,어선,4.99,4.2,160,5.1,1006.3,92,28.6,28.9,1.5,0.9,0.6,4.6,220
391,1,관리소홀,양호,어선,4.49,4.9,11,5.9,1003.7,87,27.7,27.4,1.1,0.7,0.5,4,6
392,1,관리소홀,양호,모터보트,1.4,1.4,45,2,1006.6,87,29,29.2,0.8,0.4,0.3,3.2,206
393,1,관리소홀,양호,어선,7.93,3.9,233,4.6,1009.1,89,28.5,28.5,1.6,0.9,0.7,7.1,216
394,1,기타,양호,어선,880,4.2,31,5.3,1003.1,80,28.1,27.7,1.4,0.7,0.5,5.8,316
395,1,화기취급부주의,양호,어선,2.52,4.3,354,5.2,1004.5,85,27,25.4,0.5,0.2,0.1,4.3,59
396,1,관리소홀,양호,어선,45,5,212,6.1,1006.1,93,29.4,27.7,1.2,0.7,0.5,3.6,26
397,1,화기취급부주의,양호,어선,77,6.6,98,8.3,1006.9,91,27,27,1.4,0.9,0.7,3.8,23
398,1,화기취급부주의,양호,화물선,1963,1.3,314,1.8,1011.7,89,26.3,26,0.5,0.3,0.2,7.1,96
399,1,관리소홀,양호,유조선,145,3.5,223,4.6,1012.7,97,23.2,22.7,1.8,1.1,0.8,9.1,224
400,1,화기취급부주의,양호,어선,9.77,3.6,14,4.6,1003.4,97,22.9,21.5,1.7,0.9,0.7,9.1,345
401,1,기상악화,양호,어선,2.99,5.3,221,7,998.5,92,23.6,24.4,2.4,1.5,1,7.1,79
402,1,화기취급부주의,양호,어선,3.67,5,330,6.3,997.9,92,22.5,22,1.1,0.8,0.5,4.3,80
403,1,기타,양호,어선,9.77,1.5,160,2.3,1008.8,98,23.3,21.6,2.5,1.3,0.9,8,213
404,1,관리소홀,양호,어선,53,9.7,218,12.1,1008,95,20.1,18.3,0.9,0.5,0.4,3.2,1
405,1,화기취급부주의,양호,기타,54,1.9,198,2.6,1006.8,88,20.2,20.2,0.1,0,0,2.2,64
406,1,정비불량,양호,낚시어선,9.77,5.1,256,6.2,1005.2,85,21.5,22.3,0.8,0.5,0.3,7.1,222
407,1,화기취급부주의,양호,낚시어선,9.77,2.4,109,3.1,1005.1,84,21.4,19.9,0.8,0.4,0.3,8,285
408,1,기타,양호,어선,4.35,11.4,80,13.9,1009.1,80,19.4,20.6,3.1,1.8,1.2,6.4,227
409,1,재질불량,양호,어선,2.55,2.1,246,3,1013.2,91,19.9,19.5,0.5,0.3,0.2,3.8,105
410,1,화기취급부주의,양호,어선,9.77,3.3,162,4,1014,89,18.6,17.8,0.4,0.3,0.2,2.4,359
411,1,화기취급부주의,양호,어선,2.93,2.4,213,3.1,1012.6,83,16.9,17,0.5,0.4,0.3,3.6,228
412,1,정비불량,양호,어선,2,2.7,152,3.6,1012.2,97,16,15.9,0.5,0.3,0.3,6.4,261
413,1,기타,양호,어선,4.99,2.1,20,2.7,1010.7,88,16.4,17.3,0.6,0.4,0.3,4.3,204
414,1,화기취급부주의,양호,어선,3.64,9.9,208,12.6,1004.4,97,20.1,15.6,2.7,1.7,1.2,6.4,245
415,1,기타,양호,어선,96,0.6,228,1.2,1014.6,92,16.4,14.7,0.4,0.2,0.2,4,55
416,1,관리소홀,양호,어선,4.99,4.2,249,5.4,1020.9,92,14.7,14.6,0.9,0.6,0.4,7.1,42
417,1,기타,저시정,기타,17,14.1,81,18.6,1012,81,15.3,14.7,6.6,3.3,2.3,8,262
418,1,관리소홀,황천5급,유조선,7771,12.9,61,16.5,1010.7,87,14.7,14.4,3.6,2.3,1.6,7.1,252
419,1,관리소홀,양호,어선,59,11.5,5,14.4,1008.3,87,14.1,15.8,2,1.1,0.8,4.6,277
420,1,화기취급부주의,양호,화물선,6049,1.8,13,2.4,1013.7,94,14.6,13.5,0.5,0.3,0.2,4.3,98
421,1,기타,양호,어선,23,2.7,350,4.3,1018.2,86,14.4,14.6,1.1,0.8,0.5,4.9,3
422,1,화기취급부주의,양호,어선,19,1.4,150,1.8,1020.6,82,15.2,14.2,0.9,0.5,0.4,6.4,129
423,1,관리소홀,양호,화물선,7449,9.2,225,11.7,1015.2,86,15.4,15.2,2.2,1.2,0.8,4.6,312
424,1,화기취급부주의,양호,어선,0.99,6.6,216,9.3,1011,60,14,14.5,1.9,1,0.7,5.8,200
425,1,기타,양호,어선,9.77,3.7,79,5.1,1016.3,61,14.3,13.7,1.4,0.8,0.6,4.6,280
426,1,화기취급부주의,양호,어선,39,12.5,232,16.7,1017.8,74,13.4,15.5,4.3,2.5,1.8,6.4,3
427,1,관리소홀,양호,유조선,2403,10,340,13.1,1014.7,35,9.9,13.7,2.5,1.6,1.2,7.1,146
428,1,화기취급부주의,저시정,어선,59,5.6,201,6.8,1015.5,97,10.3,5,0.6,0.4,0.3,4.3,74
429,1,정비불량,양호,어선,4.98,8.1,211,10.3,1016.4,94,16.6,15.2,1.5,0.7,0.5,3,339
430,1,관리소홀,양호,어선,29,7,186,8.5,1011.6,80,14.5,12.2,1.5,0.9,0.6,4,349
431,1,화기취급부주의,양호,어선,1.54,8,241,10.5,1025.8,70,9.7,11.7,2,1.2,0.9,7.1,241
432,1,적재불량,풍랑주의보,화물선,3550,5.2,25,8.8,1030.3,54,3.6,11.3,3.2,2,1.4,7.1,327
433,1,화기취급부주의,양호,어선,297,6.7,39,9.7,1021.4,65,7.7,13,2.7,1.8,1.3,9.1,251
434,1,화기취급부주의,양호,기타,7.31,11.5,79,14.9,1026,72,9.4,12.2,5.5,2.9,2.1,8,194
435,1,관리소홀,양호,어선,9.77,3.5,261,4.7,1016.4,69,9.5,13.8,1.1,0.6,0.4,3.4,235
436,1,화기취급부주의,양호,기타,10,3.1,336,4.2,1022.8,64,3.9,4.2,0.2,0.1,0,2.1,289
437,1,관리소홀,양호,어선,4.21,2.4,45,3.2,1016.8,65,7.8,10.5,0.8,0.6,0.4,6.4,275
438,1,정비불량,양호,관공선,40,6.7,73,9.2,1019.4,52,9.4,13.9,2.2,1.3,0.9,6.4,27
439,1,관리소홀,양호,어선,22,8.9,274,11.3,1018,56,6.4,9.4,1.3,0.7,0.5,3.2,275
440,1,화기취급부주의,양호,어선,29,1.5,172,2.8,1026.3,72,-2.7,3.7,0.8,0.5,0.3,4.9,83
441,1,관리소홀,양호,유조선,130,9.2,336,14.2,1026.4,52,-3.1,12.8,2.3,1.5,1.1,10.7,336
442,1,화기취급부주의,양호,어선,40,3.6,331,6.9,1025.9,60,6.4,15.3,1.2,0.8,0.6,4.3,31
443,1,화기취급부주의,양호,유조선,1257,5.6,324,7.9,1025.2,52,0.1,12,1.1,0.7,0.5,9.1,353
444,1,화기취급부주의,풍랑주의보,어선,79,10.2,300,16.7,1016.1,52,-1.5,9.6,3.2,2,1.4,7.1,338
445,1,화기취급부주의,황천5급,어선,79,7.2,310,9,1015.9,45,4,9.7,2.8,1.7,1.2,9.1,63
446,1,관리소홀,양호,어선,24,5.6,93,7.2,1019.1,52,9.9,10.4,1.4,0.7,0.5,3,219
447,1,정비불량,양호,어선,139,4.3,32,7.1,1032.1,62,7.4,16.2,1.4,0.8,0.6,3.4,344
448,1,화기취급부주의,양호,어선,29,9.5,319,13.5,1014.3,52,0.4,13.7,3.4,2.2,1.6,8,148
449,1,화기취급부주의,양호,유조선,27526,5.2,24,6.5,1014.9,79,8.8,14.8,1.1,0.7,0.5,7.1,302
450,1,화기취급부주의,양호,어선,55,9.4,341,12.5,1028.7,61,3.5,14.7,1.7,1,0.7,4,250
